[2024-05-24 13:42:05]   Trace ->  --------- title --------- │ ------------------ info ------------------ //runtime.doInit1+0xe1 C:/Program Files/Go/src/runtime/proc.go:7176
[2024-05-24 13:42:05]   Trace ->   mylog.Check hanfled by _ │ 96 adapter.go:96:2 	path, _ = mylog.Check3(a.fileFinder.Find(file)) //golang.org/x/tools/go/ast/astutil.(*application).apply+0x2a9 C:/Users/Admin/go/pkg/mod/golang.org/x/tools@v0.21.0/go/ast/astutil/rewrite.go:197
[2024-05-24 13:42:05]   Trace ->   mylog.Check hanfled by _ │ 369 cmds.go:369:2 	realpath, _ := mylog.Check3(finder.Find(path)) //golang.org/x/tools/go/ast/astutil.(*application).apply+0x2a9 C:/Users/Admin/go/pkg/mod/golang.org/x/tools@v0.21.0/go/ast/astutil/rewrite.go:197
[2024-05-24 13:42:05]   Trace ->   mylog.Check hanfled by _ │ 412 cmds.go:412:2 	realpath, _ := mylog.Check3(finder.Find(path)) //golang.org/x/tools/go/ast/astutil.(*application).apply+0x2a9 C:/Users/Admin/go/pkg/mod/golang.org/x/tools@v0.21.0/go/ast/astutil/rewrite.go:197
[2024-05-24 13:42:05]   Trace ->   mylog.Check hanfled by _ │ 1438 cmds.go:1438:3 		path, _, _ := mylog.Check4(win.Tag.Parts()) //golang.org/x/tools/go/ast/astutil.(*application).apply+0x2a9 C:/Users/Admin/go/pkg/mod/golang.org/x/tools@v0.21.0/go/ast/astutil/rewrite.go:197
[2024-05-24 13:42:06] Warning ->               e.Obj == nil │ "" //golang.org/x/tools/go/ast/astutil.(*application).apply+0x2a9 C:/Users/Admin/go/pkg/mod/golang.org/x/tools@v0.21.0/go/ast/astutil/rewrite.go:197
[2024-05-24 13:42:06]   Trace ->         The type of '_' is │ int edmodel.go:224:3 		newIndex, _ := computeShiftNeededDueToTextModificationBounds(&cursor, startOfChange, lengthOfChange, changeAtBoundsIsNotWithinSelection) //golang.org/x/tools/go/ast/astutil.(*application).apply+0x2a9 C:/Users/Admin/go/pkg/mod/golang.org/x/tools@v0.21.0/go/ast/astutil/rewrite.go:197
[2024-05-24 13:42:06]   Trace ->   mylog.Check hanfled by _ │ 590 fs.go:590:2 	file, session, _ := mylog.Check4(f.splitFilenameAndMakeSession(path, nil)) //golang.org/x/tools/go/ast/astutil.(*application).apply+0x2a9 C:/Users/Admin/go/pkg/mod/golang.org/x/tools@v0.21.0/go/ast/astutil/rewrite.go:197
[2024-05-24 13:42:06]   Trace ->   mylog.Check hanfled by _ │ 612 fs.go:612:2 	file, session, _ := mylog.Check4(f.splitFilenameAndMakeSession(path, kill)) //golang.org/x/tools/go/ast/astutil.(*application).apply+0x2a9 C:/Users/Admin/go/pkg/mod/golang.org/x/tools@v0.21.0/go/ast/astutil/rewrite.go:197
[2024-05-24 13:42:06]   Trace ->   mylog.Check hanfled by _ │ 667 fs.go:667:2 	file, session, _ := mylog.Check4(f.splitFilenameAndMakeSession(path, nil)) //golang.org/x/tools/go/ast/astutil.(*application).apply+0x2a9 C:/Users/Admin/go/pkg/mod/golang.org/x/tools@v0.21.0/go/ast/astutil/rewrite.go:197
[2024-05-24 13:42:06]   Trace ->   mylog.Check hanfled by _ │ 680 fs.go:680:3 		file, session, _ := mylog.Check4(f.splitFilenameAndMakeSession(path, kill)) //golang.org/x/tools/go/ast/astutil.(*application).apply+0x2a9 C:/Users/Admin/go/pkg/mod/golang.org/x/tools@v0.21.0/go/ast/astutil/rewrite.go:197
[2024-05-24 13:42:06]   Trace ->   mylog.Check hanfled by _ │ 698 fs.go:698:2 	file, session, _ := mylog.Check4(f.splitFilenameAndMakeSession(path, nil)) //golang.org/x/tools/go/ast/astutil.(*application).apply+0x2a9 C:/Users/Admin/go/pkg/mod/golang.org/x/tools@v0.21.0/go/ast/astutil/rewrite.go:197
[2024-05-24 13:42:06]   Trace ->   mylog.Check hanfled by _ │ 707 fs.go:707:2 	_ = mylog.Check2(pipe.Write(contents)) //golang.org/x/tools/go/ast/astutil.(*application).apply+0x2a9 C:/Users/Admin/go/pkg/mod/golang.org/x/tools@v0.21.0/go/ast/astutil/rewrite.go:197
[2024-05-24 13:42:06]   Trace ->   mylog.Check hanfled by _ │ 718 fs.go:718:3 		file, session, _ := mylog.Check4(f.splitFilenameAndMakeSession(path, kill)) //golang.org/x/tools/go/ast/astutil.(*application).apply+0x2a9 C:/Users/Admin/go/pkg/mod/golang.org/x/tools@v0.21.0/go/ast/astutil/rewrite.go:197
[2024-05-24 13:42:06]   Trace ->   mylog.Check hanfled by _ │ 737 fs.go:737:3 		_ = mylog.Check2(pipe.Write(contents)) //golang.org/x/tools/go/ast/astutil.(*application).apply+0x2a9 C:/Users/Admin/go/pkg/mod/golang.org/x/tools@v0.21.0/go/ast/astutil/rewrite.go:197
[2024-05-24 13:42:06]   Trace ->   mylog.Check hanfled by _ │ 749 fs.go:749:2 	file, session, _ := mylog.Check4(f.splitFilenameAndMakeSession(path, nil)) //golang.org/x/tools/go/ast/astutil.(*application).apply+0x2a9 C:/Users/Admin/go/pkg/mod/golang.org/x/tools@v0.21.0/go/ast/astutil/rewrite.go:197
[2024-05-24 13:42:06]   Trace ->   mylog.Check hanfled by _ │ 762 fs.go:762:2 	file, session, _ := mylog.Check4(f.splitFilenameAndMakeSession(path, kill)) //golang.org/x/tools/go/ast/astutil.(*application).apply+0x2a9 C:/Users/Admin/go/pkg/mod/golang.org/x/tools@v0.21.0/go/ast/astutil/rewrite.go:197
[2024-05-24 13:42:06]   Trace ->   mylog.Check hanfled by _ │ 794 fs.go:794:2 	dir, session, _ := mylog.Check4(f.splitFilenameAndMakeSession(path, nil)) //golang.org/x/tools/go/ast/astutil.(*application).apply+0x2a9 C:/Users/Admin/go/pkg/mod/golang.org/x/tools@v0.21.0/go/ast/astutil/rewrite.go:197
[2024-05-24 13:42:06]   Trace ->   mylog.Check hanfled by _ │ 927 fs.go:927:5 	if _ = mylog.Check2(os.Stat(path)); err == nil { //golang.org/x/tools/go/ast/astutil.(*application).apply+0x2a9 C:/Users/Admin/go/pkg/mod/golang.org/x/tools@v0.21.0/go/ast/astutil/rewrite.go:197
[2024-05-24 13:42:08]   Trace ->   mylog.Check hanfled by _ │ 197 internal\typeset\layout.go:197:2 	height, _, _ = mylog.Check4(calculateLineMetricsBasedOn('X', face, fontSize, fixed.I(extraLineGap))) //golang.org/x/tools/go/ast/astutil.(*application).apply+0x2a9 C:/Users/Admin/go/pkg/mod/golang.org/x/tools@v0.21.0/go/ast/astutil/rewrite.go:197
[2024-05-24 13:42:09] Warning ->               e.Obj == nil │ "" //golang.org/x/tools/go/ast/astutil.(*application).apply+0x2a9 C:/Users/Admin/go/pkg/mod/golang.org/x/tools@v0.21.0/go/ast/astutil/rewrite.go:197
[2024-05-24 13:42:09]   Trace ->   mylog.Check hanfled by _ │ 32 tag.go:32:2 	parts, _ := mylog.Check3(t.calcParts()) //golang.org/x/tools/go/ast/astutil.(*application).apply+0x2a9 C:/Users/Admin/go/pkg/mod/golang.org/x/tools@v0.21.0/go/ast/astutil/rewrite.go:197
[2024-05-24 13:42:09]   Trace ->   mylog.Check hanfled by _ │ 155 tag.go:155:2 	path, _, _ := mylog.Check4(t.Parts()) //golang.org/x/tools/go/ast/astutil.(*application).apply+0x2a9 C:/Users/Admin/go/pkg/mod/golang.org/x/tools@v0.21.0/go/ast/astutil/rewrite.go:197
[2024-05-24 13:42:09]   Trace ->                   xml path │ embedded/abap.xml //github.com/jeffwilliams/syn/lexers.init.func1+0x22f C:/Users/Admin/Desktop/fleet/syn/lexers/lexers.go:23
[2024-05-24 13:42:09]   Trace ->                   xml path │ embedded/abnf.xml //github.com/jeffwilliams/syn/lexers.init.func1+0x22f C:/Users/Admin/Desktop/fleet/syn/lexers/lexers.go:23
[2024-05-24 13:42:09]   Trace ->                   xml path │ embedded/actionscript.xml //github.com/jeffwilliams/syn/lexers.init.func1+0x22f C:/Users/Admin/Desktop/fleet/syn/lexers/lexers.go:23
[2024-05-24 13:42:09]   Trace ->                   xml path │ embedded/actionscript_3.xml //github.com/jeffwilliams/syn/lexers.init.func1+0x22f C:/Users/Admin/Desktop/fleet/syn/lexers/lexers.go:23
[2024-05-24 13:42:09]   Trace ->                   xml path │ embedded/ada.xml //github.com/jeffwilliams/syn/lexers.init.func1+0x22f C:/Users/Admin/Desktop/fleet/syn/lexers/lexers.go:23
[2024-05-24 13:42:09]   Trace ->                   xml path │ embedded/al.xml //github.com/jeffwilliams/syn/lexers.init.func1+0x22f C:/Users/Admin/Desktop/fleet/syn/lexers/lexers.go:23
[2024-05-24 13:42:09]   Trace ->                   xml path │ embedded/angular2.xml //github.com/jeffwilliams/syn/lexers.init.func1+0x22f C:/Users/Admin/Desktop/fleet/syn/lexers/lexers.go:23
[2024-05-24 13:42:09]   Trace ->                   xml path │ embedded/antlr.xml //github.com/jeffwilliams/syn/lexers.init.func1+0x22f C:/Users/Admin/Desktop/fleet/syn/lexers/lexers.go:23
[2024-05-24 13:42:09]   Trace ->                   xml path │ embedded/apacheconf.xml //github.com/jeffwilliams/syn/lexers.init.func1+0x22f C:/Users/Admin/Desktop/fleet/syn/lexers/lexers.go:23
[2024-05-24 13:42:09]   Trace ->                   xml path │ embedded/apl.xml //github.com/jeffwilliams/syn/lexers.init.func1+0x22f C:/Users/Admin/Desktop/fleet/syn/lexers/lexers.go:23
[2024-05-24 13:42:09]   Trace ->                   xml path │ embedded/applescript.xml //github.com/jeffwilliams/syn/lexers.init.func1+0x22f C:/Users/Admin/Desktop/fleet/syn/lexers/lexers.go:23
[2024-05-24 13:42:09]   Trace ->                   xml path │ embedded/arduino.xml //github.com/jeffwilliams/syn/lexers.init.func1+0x22f C:/Users/Admin/Desktop/fleet/syn/lexers/lexers.go:23
[2024-05-24 13:42:09]   Trace ->                   xml path │ embedded/armasm.xml //github.com/jeffwilliams/syn/lexers.init.func1+0x22f C:/Users/Admin/Desktop/fleet/syn/lexers/lexers.go:23
[2024-05-24 13:42:09]   Trace ->                   xml path │ embedded/awk.xml //github.com/jeffwilliams/syn/lexers.init.func1+0x22f C:/Users/Admin/Desktop/fleet/syn/lexers/lexers.go:23
[2024-05-24 13:42:09]   Trace ->                   xml path │ embedded/ballerina.xml //github.com/jeffwilliams/syn/lexers.init.func1+0x22f C:/Users/Admin/Desktop/fleet/syn/lexers/lexers.go:23
[2024-05-24 13:42:09]   Trace ->                   xml path │ embedded/bash.xml //github.com/jeffwilliams/syn/lexers.init.func1+0x22f C:/Users/Admin/Desktop/fleet/syn/lexers/lexers.go:23
[2024-05-24 13:42:09]   Trace ->                   xml path │ embedded/batchfile.xml //github.com/jeffwilliams/syn/lexers.init.func1+0x22f C:/Users/Admin/Desktop/fleet/syn/lexers/lexers.go:23
[2024-05-24 13:42:10]   Trace ->                   xml path │ embedded/bibtex.xml //github.com/jeffwilliams/syn/lexers.init.func1+0x22f C:/Users/Admin/Desktop/fleet/syn/lexers/lexers.go:23
[2024-05-24 13:42:10]   Trace ->                   xml path │ embedded/bicep.xml //github.com/jeffwilliams/syn/lexers.init.func1+0x22f C:/Users/Admin/Desktop/fleet/syn/lexers/lexers.go:23
[2024-05-24 13:42:10]   Trace ->                   xml path │ embedded/blitzbasic.xml //github.com/jeffwilliams/syn/lexers.init.func1+0x22f C:/Users/Admin/Desktop/fleet/syn/lexers/lexers.go:23
[2024-05-24 13:42:10]   Trace ->                   xml path │ embedded/bnf.xml //github.com/jeffwilliams/syn/lexers.init.func1+0x22f C:/Users/Admin/Desktop/fleet/syn/lexers/lexers.go:23
[2024-05-24 13:42:10]   Trace ->                   xml path │ embedded/bqn.xml //github.com/jeffwilliams/syn/lexers.init.func1+0x22f C:/Users/Admin/Desktop/fleet/syn/lexers/lexers.go:23
[2024-05-24 13:42:10]   Trace ->                   xml path │ embedded/brainfuck.xml //github.com/jeffwilliams/syn/lexers.init.func1+0x22f C:/Users/Admin/Desktop/fleet/syn/lexers/lexers.go:23
[2024-05-24 13:42:10]   Trace ->                   xml path │ embedded/c++.xml //github.com/jeffwilliams/syn/lexers.init.func1+0x22f C:/Users/Admin/Desktop/fleet/syn/lexers/lexers.go:23
[2024-05-24 13:42:10]   Trace ->                   xml path │ embedded/c.xml //github.com/jeffwilliams/syn/lexers.init.func1+0x22f C:/Users/Admin/Desktop/fleet/syn/lexers/lexers.go:23
[2024-05-24 13:42:10]   Trace ->                   xml path │ embedded/cap_n_proto.xml //github.com/jeffwilliams/syn/lexers.init.func1+0x22f C:/Users/Admin/Desktop/fleet/syn/lexers/lexers.go:23
[2024-05-24 13:42:10]   Trace ->                   xml path │ embedded/ceylon.xml //github.com/jeffwilliams/syn/lexers.init.func1+0x22f C:/Users/Admin/Desktop/fleet/syn/lexers/lexers.go:23
[2024-05-24 13:42:10]   Trace ->                   xml path │ embedded/cfengine3.xml //github.com/jeffwilliams/syn/lexers.init.func1+0x22f C:/Users/Admin/Desktop/fleet/syn/lexers/lexers.go:23
[2024-05-24 13:42:10]   Trace ->                   xml path │ embedded/cfstatement.xml //github.com/jeffwilliams/syn/lexers.init.func1+0x22f C:/Users/Admin/Desktop/fleet/syn/lexers/lexers.go:23
[2024-05-24 13:42:10]   Trace ->                   xml path │ embedded/chaiscript.xml //github.com/jeffwilliams/syn/lexers.init.func1+0x22f C:/Users/Admin/Desktop/fleet/syn/lexers/lexers.go:23
[2024-05-24 13:42:10]   Trace ->                   xml path │ embedded/clojure.xml //github.com/jeffwilliams/syn/lexers.init.func1+0x22f C:/Users/Admin/Desktop/fleet/syn/lexers/lexers.go:23
[2024-05-24 13:42:10]   Trace ->                   xml path │ embedded/cmake.xml //github.com/jeffwilliams/syn/lexers.init.func1+0x22f C:/Users/Admin/Desktop/fleet/syn/lexers/lexers.go:23
[2024-05-24 13:42:10]   Trace ->                   xml path │ embedded/cobol.xml //github.com/jeffwilliams/syn/lexers.init.func1+0x22f C:/Users/Admin/Desktop/fleet/syn/lexers/lexers.go:23
[2024-05-24 13:42:10]   Trace ->                   xml path │ embedded/coffeescript.xml //github.com/jeffwilliams/syn/lexers.init.func1+0x22f C:/Users/Admin/Desktop/fleet/syn/lexers/lexers.go:23
[2024-05-24 13:42:10]   Trace ->                   xml path │ embedded/common_lisp.xml //github.com/jeffwilliams/syn/lexers.init.func1+0x22f C:/Users/Admin/Desktop/fleet/syn/lexers/lexers.go:23
[2024-05-24 13:42:10]   Trace ->                   xml path │ embedded/coq.xml //github.com/jeffwilliams/syn/lexers.init.func1+0x22f C:/Users/Admin/Desktop/fleet/syn/lexers/lexers.go:23
